GENE	SYMBOL	DRIVER_LABEL	SIGNALS	SIGNAL_COUNT	KNOWN_DRIVER	POOL_SIGNALS	CONNECTED_TO_DRIVER	MUTS_CS	MUTS_CS_SAMPLES	CGC	GENE_LEN	GENE_NUM_MUTS	MUTS_IN_CLUST	NUM_CLUSTERS	CLUST_COORDS	GENE_SCORE	ZSCORE_ONCODRIVECLUST	PVALUE_ONCODRIVECLUST	QVALUE_ONCODRIVECLUST	MUTS_PAM	MUTS_PAM_SAMPLES	PVALUE_ONCODRIVEFM	QVALUE_ONCODRIVEFM	PPH2_SCORE_PVALUE	MA_SCORE_PVALUE	SIFT_SCORE_PVALUE
ENSG00000117713	ARID1A	1Signal-Known	F	1	True		True	32	30		2286.0	21.0	3.0	1.0	[528,528]:3	0.14285714285714285	0.027913535689328518	0.48886555636600004	0.49708806572400005	28.0	27.0	5.357268184624786e-09	1.910353132199157e-06	0.0001	0.0004	0.0004
ENSG00000067955	CBFB	1Signal-Known	F	1	True		True	25	24		188.0	16.0	7.0	2.0	[73,74]:3,[99,104]:4	0.3475429196993913	0.6950562657996274	0.243510020528	0.312250747995	23.0	22.0	2.0261570199409107e-13	1.222707832418188e-10	1e-08	0.0001	0.0003
ENSG00000139687	RB1	1Signal-Known	F	1	True		True	25	22		929.0	15.0	2.0	1.0	[215,215]:2	0.13333333333333333	-0.003127899552464473	0.5012478493460001	0.50851231093	22.0	19.0	7.731412199341037e-08	2.2464047668085347e-05	0.0001	0.0001	0.0293
ENSG00000129514	FOXA1	1Signal-Known	F	1	True		True	24	23		473.0	22.0	19.0	3.0	[176,176]:8,[226,226]:3,[247,259]:8	0.6842326126527499	1.7924460523406671	0.0365307717433	0.115303916555	24.0	23.0	1.4048207042094418e-11	6.88801151532692e-09	1e-08	0.001	0.0027
ENSG00000141736	ERBB2	1Signal-Known	F	1	True		True	24	21		1256.0	22.0	13.0	3.0	[755,755]:7,[767,769]:4,[777,777]:2	0.56818225409927	1.414197234909073	0.0786519998149	0.16844997921799998	22.0	20.0	0.00016512134302182346	0.012455547461598129	0.0015	0.3326	0.0032
ENSG00000130396	MLLT4	1Signal-Known	F	1	True		True	20	17		1835.0	20.0	5.0	1.0	[1562,1567]:5	0.2088392586011848	0.2429723908527714	0.40401339277500004	0.429183556223	20.0	17.0	1.5161979796118885e-06	0.0003130150828961912	0.0017	0.0023	0.002
ENSG00000115524	SF3B1	1Signal-Known	F	1	True		True	18	17		1305.0	21.0	15.0	2.0	[666,666]:4,[700,700]:11	0.7142857142857143	1.8903996501969087	0.0293522650873	0.115303916555	15.0	15.0	1.5681846513571076e-06	0.00031544637409991043	0.0023	0.0001	0.0353
ENSG00000147050	KDM6A	1Signal-Known	F	1	True			17	16		1409.0	7.0								16.0	15.0	3.700046009069702e-05	0.004088290273401663	0.003	0.0052	0.0183
ENSG00000109670	FBXW7	1Signal-Known	F	1	True		True	16	16		708.0	13.0	4.0	2.0	[177,177]:2,[465,465]:2	0.3076923076923077	0.5651691456434385	0.285979360445	0.337491170711	15.0	15.0	0.00032644097921130655	0.020820564893599184	0.0056	0.059000000000000004	0.0107
ENSG00000101972	STAG2	1Signal-Known	F	1	True		True	14	13		1269.0	14.0	4.0	1.0	[1045,1045]:4	0.2857142857142857	0.4935350643162237	0.310817285171	0.35241857568400003	13.0	13.0	2.0178914874602327e-06	0.0003861063102225738	0.0048	0.0016	0.0014
ENSG00000064012	CASP8	1Signal-Known	F	1	True		True	13	13		539.0	15.0	4.0	1.0	[398,398]:4	0.26666666666666666	0.4314521938326377	0.333069803009	0.373509981452	12.0	12.0	0.0010862809959113484	0.0394870650484795	0.0414	0.0325	0.0109
ENSG00000087460	GNAS	1Signal-Known	F	1	True		True	12	12		1038.0	11.0	5.0	1.0	[844,844]:5	0.4545454545454545	1.0438150526934635	0.148285482956	0.233963022233	12.0	12.0	6.89617697117173e-05	0.006762563542355278	0.0026	0.0131	0.0171
ENSG00000118513	MYB	1Signal-Known	F	1	True		True	12	12		762.0	6.0								11.0	11.0	1.1102230246251563e-16	7.917908752894867e-14	1e-08	0.0011	1e-08
ENSG00000177565	TBL1XR1	1Signal-Known	F	1	True		True	12	10		515.0	5.0								11.0	9.0	0.0008784865158324441	0.034631792546258915	0.0155	0.0072	0.102
ENSG00000140262	TCF12	1Signal-Known	F	1	True		True	11	11		707.0	10.0	4.0	1.0	[442,442]:4	0.4	0.8660322872177398	0.19323622803100002	0.261183113091	11.0	11.0	0.00033293710920567765	0.02091190644762306	0.0093	0.0367	0.0106
ENSG00000163399	ATP1A1	1Signal-Known	F	1	True		True	10	10		1024.0	12.0	4.0	1.0	[408,408]:4	0.3333333333333333	0.6487422405251887	0.258252498341	0.312250747995	10.0	10.0	1.5759650484614696e-07	4.415516358992939e-05	0.004	0.0002	0.0008
ENSG00000163930	BAP1	1Signal-Known	F	1	True			9	8		730.0	6.0								8.0	8.0	0.0006704957059345817	0.030555084702822755	0.0317	0.0074	0.0352
ENSG00000142273	CBLC	1Signal-Known	F	1	True		True	8	7		475.0	5.0								7.0	7.0	9.864300170858709e-05	0.008929046369896209	0.0014	0.0349	0.018000000000000002
ENSG00000076242	MLH1	1Signal-Known	F	1	True		True	7	7		757.0	6.0								7.0	7.0	0.0012191065438594828	0.043670734413596535	0.0901	0.0128	0.0146
ENSG00000096968	JAK2	1Signal-Known	F	1	True		True	7	7		1133.0	6.0								7.0	7.0	2.805794689131336e-05	0.0032369793141522533	0.013000000000000001	0.0089	0.0018
ENSG00000116132	PRRX1	1Signal-Known	F	1	True		True	7	7		246.0	7.0	3.0	1.0	[193,196]:3	0.3362233660811705	0.6581618707859971	0.255217061371	0.312250747995	7.0	7.0	5.8674933678837256e-05	0.005977985126110107	0.006999999999999999	0.0384	0.0018
ENSG00000135100	HNF1A	1Signal-Known	F	1	True		True	7	7		663.0	4.0								7.0	7.0	0.00015889573234284526	0.012341950695342784	0.0212	0.0277	0.0026
ENSG00000141646	SMAD4	1Signal-Known	F	1	True		True	7	7		553.0	5.0								7.0	7.0	1.952504108393427e-07	5.208827454872278e-05	0.0009	0.0005	0.0018
ENSG00000164398	ACSL6	1Signal-Known	F	1	True		True	6	6		723.0	6.0								6.0	6.0	0.000918540054015926	0.03539969972317583	0.008	0.0267	0.0562
ENSG00000108375	RNF43	1Signal-Known	F	1	True			5	5		784.0	3.0								5.0	5.0	0.0009427061452993436	0.03590062965957937	0.0065	0.0886	0.0215
ENSG00000108654	DDX5	1Signal-Known	F	1	True		True	5	5		615.0	4.0								5.0	5.0	0.00024976263816356425	0.016604982172823402	0.0277	0.0043	0.0217
ENSG00000132170	PPARG	1Signal-Known	F	1	True		True	5	5		506.0	4.0	2.0	1.0	[242,242]:2	0.5	1.1919673572565663	0.116637022465	0.195620731247	5.0	5.0	0.0010859533319460546	0.0394870650484795	0.0406	0.0115	0.0314
ENSG00000023445	BIRC3	1Signal-Known	F	1	True		True	4	4		605.0	6.0	4.0	1.0	[503,503]:4	0.6666666666666666	1.735192473987944	0.0413533595464	0.115303916555	4.0	4.0	0.00017733238730233136	0.012763051177860456	0.0425	0.0011	0.0371
ENSG00000116251	RPL22	1Signal-Known	F	1	True		True	4	4											4.0	4.0	1.5781922141244742e-05	0.0020296586753781147	0.0018	0.0028	0.0215
ENSG00000111275	ALDH2	1Signal-Known	F	1	True			3	3											3.0	3.0	0.00037318889772686164	0.02091190644762306	0.008	0.0092	0.0562
ENSG00000116560	SFPQ	1Signal-Known	C	1	True		True	3	3		708.0	16.0	16.0	1.0	[384,384]:16	1.0	2.8216427074507	0.00238891873668	0.0294190918498	1.0	1.0	0.9941859939580164	1.0	0.8017	0.9586	0.9106
ENSG00000122406	RPL5	1Signal-Known	C	1	True		True	3	3		298.0	4.0	4.0	1.0	[97,97]:4	1.0	2.8216427074507	0.00238891873668	0.0294190918498	2.0	2.0	0.4995005312999562	1.0	0.5216	0.2609	0.5058
ENSG00000124795	DEK	1Signal-Known	F	1	True		True	3	3		376.0	3.0								3.0	3.0	0.00037318889772686164	0.02091190644762306	0.008	0.0092	0.0562
ENSG00000128713	HOXD11	1Signal-Known	F	1	True		True	3	3											3.0	3.0	0.0006777035995272351	0.030555084702822755	0.008	0.0186	0.0562
ENSG00000177606	JUN	1Signal-Known	F	1	True		True	3	3											3.0	3.0	0.00037318889772686164	0.02091190644762306	0.008	0.0092	0.0562
ENSG00000019582	CD74	1Signal-Known	C	1	True		True	2	2		316.3333333333333	4.0	4.0	1.0	[182,182]:4	1.0	2.8216427074507	0.00238891873668	0.0294190918498	2.0	2.0					
ENSG00000136826	KLF4	1Signal-Known	C	1	True		True	2	2		480.0	2.0	2.0	1.0	[409,409]:2	1.0	2.8216427074507	0.00238891873668	0.0294190918498	2.0	2.0	0.011427290063554252	0.17043173108095647	0.0462	0.0398	0.14400000000000002
ENSG00000123364	HOXC13	1Signal-Known	C	1	True		True	1	1		331.0	4.0	4.0	1.0	[242,242]:4	1.0	2.8216427074507	0.00238891873668	0.0294190918498	1.0	1.0					
ENSG00000095015	MAP3K1	1Signal-Connected	F	1			True	101	73		1513.0	34.0	11.0	4.0	[532,532]:2,[639,639]:4,[1048,1048]:2,[1433,1437]:3	0.3014708703022327	0.5448912993286756	0.29291414032900004	0.345368622906	94.0	69.0	0.0	0.0	1e-08	1e-08	1e-08
ENSG00000151914	DST	1Signal-Connected	F	1			True	68	40		7751.0	40.0								56.0	35.0	0.00019557760584898445	0.013822579440407951	0.0033	0.0049	0.1202
ENSG00000065526	SPEN	1Signal-Connected	F	1			True	57	41		3665.0	32.0	10.0	3.0	[1426,1426]:4,[1727,1727]:4,[2583,2583]:2	0.3125	0.5808391009337666	0.280674449762	0.337491170711	44.0	33.0	3.934297110319562e-09	1.4697409919265224e-06	1e-08	0.0025	0.4581
ENSG00000141027	NCOR1	1Signal-Connected	F	1			True	44	42		2441.0	31.0	2.0	1.0	[1817,1817]:2	0.06451612903225806	-0.22742730258993654	0.58995425397	0.590842739292	42.0	40.0	2.1583667407787392e-06	0.0004031520733668859	0.0001	0.0095	0.0122
ENSG00000135111	TBX3	1Signal-Connected	F	1			True	28	27		744.0	9.0	2.0	1.0	[187,187]:2	0.2222222222222222	0.2865921627042703	0.38721230803900003	0.41298505989699996	26.0	26.0	0.0	0.0	1e-08	1e-08	1e-08
ENSG00000187240	DYNC2H1	1Signal-Connected	F	1			True	26	23		4315.0	18.0								23.0	22.0	0.0005456587295076254	0.027617372470885942	0.086	0.0076	0.0099
ENSG00000102974	CTCF	1Signal-Connected	F	1			True	20	20		728.0	15.0	5.0	1.0	[283,288]:5	0.26380821018093603	0.422135481683842	0.33646306538599996	0.376680031114	16.0	16.0	0.0005715918528154117	0.02856138907857901	0.0037	0.0239	0.0773
ENSG00000136068	FLNB	1Signal-Connected	F	1			True	20	18		2634.0	9.0	2.0	1.0	[401,401]:2	0.2222222222222222	0.2865921627042703	0.38721230803900003	0.41298505989699996	16.0	15.0	1.2002132621091732e-10	5.2309294673591467e-08	0.0081	1e-08	0.0033
ENSG00000172534	HCFC1	1Signal-Connected	F	1			True	19	17		2081.0	15.0								17.0	16.0	0.00017719504445035117	0.012763051177860456	0.0004	0.3868	0.0112
ENSG00000170004	CHD3	1Signal-Connected	F	1			True	18	16		2060.0	13.0								14.0	14.0	0.00017517770707065059	0.012763051177860456	0.0062	0.0197	0.013999999999999999
ENSG00000084774	CAD	1Signal-Connected	F	1			True	17	15		2226.0	13.0								15.0	14.0	3.78228559583249e-11	1.7454135587826994e-08	0.0003	1e-08	0.0259
ENSG00000143379	SETDB1	1Signal-Connected	F	1			True	17	17		1292.0	10.0	2.0	1.0	[763,763]:2	0.2	0.21416214714008666	0.41521030671899994	0.43414285215099996	16.0	16.0	0.0007374245243274569	0.03178623842499395	0.0146	0.1407	0.0045
ENSG00000137962	ARHGAP29	1Signal-Connected	F	1			True	16	14		1262.0	15.0								16.0	14.0	0.0012820864654757846	0.045511168876278416	0.0157	0.0155	0.0735
ENSG00000054267	ARID4B	1Signal-Connected	F	1			True	15	15		1313.0	14.0	6.0	2.0	[932,932]:4,[938,938]:2	0.42857142857142855	0.959156592943119	0.16873993199999998	0.250473336562	15.0	15.0	5.1260136051389785e-06	0.0008042715346463058	0.0031	0.0123	0.0008
ENSG00000105357	MYH14	1Signal-Connected	F	1			True	15	14		2037.0	13.0								13.0	13.0	2.535637561029702e-07	6.41679892460581e-05	0.0003	0.0004	0.009000000000000001
ENSG00000147130	ZMYM3	1Signal-Connected	F	1			True	15	15		1373.0	7.0								14.0	14.0	2.220446049250313e-16	1.4516166046973922e-13	1e-08	0.0023	1e-08
ENSG00000100852	ARHGAP5	1Signal-Connected	F	1			True	14	12		1503.0	16.0	8.0	2.0	[586,586]:4,[764,764]:4	0.5	1.1919673572565663	0.116637022465	0.195620731247	13.0	11.0	0.00016766636338816365	0.0125265982600368	0.0046	0.0138	0.0256
ENSG00000147274	RBMX	1Signal-Connected	F	1			True	14	14		392.0	3.0								13.0	13.0	4.749235914203176e-06	0.0007603623621821207	0.0025	0.0014	0.008
ENSG00000171100	MTM1	1Signal-Connected	F	1			True	14	11		604.0	12.0								13.0	11.0	0.0007534756728090343	0.03206587025179451	0.1489	0.0033	0.0193
ENSG00000197694	SPTAN1	1Signal-Connected	F	1			True	14	12		2478.0	20.0	11.0	3.0	[685,685]:5,[1656,1656]:2,[1842,1842]:4	0.55	1.35493489227598	0.0877191507883	0.18489139548099998	14.0	12.0	9.36109129434648e-07	0.00019848043568688683	0.0013	0.0011	0.0032
ENSG00000023516	AKAP11	1Signal-Connected	F	1			True	13	9		1902.0	13.0								13.0	9.0	0.000581516110337188	0.028716127012858576	0.011000000000000001	0.0302	0.021
ENSG00000055163	CYFIP2	1Signal-Connected	F	1			True	13	12		1279.0	11.0	2.0	1.0	[514,514]:2	0.18181818181818185	0.15490122531484546	0.438449593823	0.453098647852	13.0	12.0	3.7403413699621516e-12	1.9561985364902057e-09	1e-08	0.0011	0.0006
ENSG00000111276	CDKN1B	1Signal-Connected	F	1			True	13	11		206.0	5.0	2.0	1.0	[27,27]:2	0.4	0.8660322872177398	0.19323622803100002	0.261183113091	12.0	10.0	7.449217336308324e-07	0.0001669688857238251	0.0008	0.0002	0.0222
ENSG00000112902	SEMA5A	1Signal-Connected	F	1			True	13	12		1075.0	16.0	4.0	1.0	[339,339]:4	0.25	0.3771296821594999	0.353038616913	0.386135987249	13.0	12.0	0.0013114354093101133	0.04583974053260997	0.0205	0.0241	0.0372
ENSG00000206560	ANKRD28	1Signal-Connected	F	1			True	13	11		1087.0	11.0								13.0	11.0	5.744785225303417e-07	0.00013551684389828024	0.0003	0.0037	0.0024
ENSG00000060339	CCAR1	1Signal-Connected	F	1			True	12	11		1151.0	11.0								12.0	11.0	2.2686493230339444e-05	0.002696599081697166	0.0033	0.0236	0.0021
ENSG00000114857	NKTR	1Signal-Connected	F	1			True	12	12		1463.0	8.0								12.0	12.0	0.0007047293378156239	0.031059559860469488	0.4771	0.0018	0.0102
ENSG00000120868	APAF1	1Signal-Connected	F	1			True	12	9		1249.0	13.0	4.0	1.0	[83,83]:4	0.3076923076923077	0.5651691456434385	0.285979360445	0.337491170711	10.0	8.0	0.00043524584170429037	0.02361160009012852	0.0033	0.0447	0.0336
ENSG00000134755	DSC2	1Signal-Connected	F	1			True	12	8		902.0	15.0	5.0	1.0	[539,541]:5	0.30000063934559595	0.5400993010304292	0.294564276351	0.346087847321	12.0	8.0	0.0005820094576219902	0.028716127012858576	0.0344	0.006999999999999999	0.028999999999999998
ENSG00000136381	IREB2	1Signal-Connected	F	1			True	12	12		964.0	11.0								11.0	11.0	1.3553502655971886e-05	0.0018350050274982765	0.0691	0.0012	0.0011
ENSG00000082397	EPB41L3	1Signal-Connected	F	1			True	11	11		1088.0	8.0								10.0	10.0	0.0007040646949134644	0.031059559860469488	0.0105	0.0141	0.0591
ENSG00000087088	BAX	1Signal-Connected	F	1			True	11	10		219.0	2.0								11.0	10.0	5.722089468918057e-13	3.206413705975868e-10	0.0003	1e-08	0.0003
ENSG00000139880	CDH24	1Signal-Connected	F	1			True	11	11		820.0	4.0								10.0	10.0	0.00020237910959863822	0.014175572453583188	0.0192	0.0023	0.0458
ENSG00000167986	DDB1	1Signal-Connected	F	1			True	11	11		1141.0	9.0	4.0	1.0	[242,242]:4	0.4444444444444444	1.0108923183461072	0.156033985504	0.233963022233	10.0	10.0	6.503166277527228e-05	0.006457891069265963	0.0018	0.0076	0.0398
ENSG00000075151	EIF4G3	1Signal-Connected	F	1			True	10	10		1592.0	5.0								9.0	9.0	0.00043641580791187184	0.02361160009012852	0.0037	0.0243	0.0553
ENSG00000135503	ACVR1B	1Signal-Connected	F	1			True	10	9		547.0	8.0								8.0	7.0	0.00014655142934294485	0.011496959631954023	0.0067	0.0042	0.0494
ENSG00000139613	SMARCC2	1Signal-Connected	F	1			True	10	9		1246.0	8.0								10.0	9.0	2.2323711215466172e-05	0.002694300222851263	0.0035	0.0031	0.0148
ENSG00000180530	NRIP1	1Signal-Connected	F	1			True	10	9		1159.0	7.0								10.0	9.0	0.00014292087219669458	0.011325396387707768	0.0071	0.0257	0.0074
ENSG00000033867	SLC4A7	1Signal-Connected	F	1			True	9	7		1260.0	6.0								8.0	7.0	0.0004716779640435709	0.02461718395825061	0.0124	0.026000000000000002	0.0169
ENSG00000083307	GRHL2	1Signal-Connected	F	1			True	9	9		626.0	10.0	4.0	1.0	[113,113]:4	0.4	0.8660322872177398	0.19323622803100002	0.261183113091	8.0	8.0	0.001390404928822031	0.04742489855047319	0.0245	0.0168	0.0479
ENSG00000084764	MAPRE3	1Signal-Connected	F	1			True	9	9		282.0	2.0								9.0	9.0	2.05976361264959e-05	0.002564896117656513	0.0207	0.0004	0.0177
ENSG00000089234	BRAP	1Signal-Connected	F	1			True	9	8		593.0	9.0	4.0	1.0	[32,34]:4	0.38888995446488217	0.8298207525215079	0.20332006787	0.274255263963	9.0	8.0	4.601945739513002e-05	0.005014203378677709	0.011000000000000001	0.0185	0.0018
ENSG00000115310	RTN4	1Signal-Connected	F	1			True	9	9		1193.0	7.0								8.0	8.0	0.0006155418420014103	0.029266216669703412	0.0141	0.0294	0.018000000000000002
ENSG00000115750	TAF1B	1Signal-Connected	F	1			True	9	9		589.0	3.0								9.0	9.0	7.512312473645366e-06	0.0011119639878443	0.0056	0.0031	0.0027
ENSG00000149930	TAOK2	1Signal-Connected	F	1			True	9	8		1236.0	8.0	4.0	1.0	[315,315]:4	0.5	1.1919673572565663	0.116637022465	0.195620731247	8.0	7.0	9.61570392854494e-06	0.0013969480985080564	0.0037	0.0239	0.0007
ENSG00000163808	KIF15	1Signal-Connected	F	1			True	9	9		1389.0	7.0								9.0	9.0	0.00016348708392932562	0.0124520016837433	0.0027	0.0167	0.035
ENSG00000181666	HKR1	1Signal-Connected	F	1			True	9	6		660.0	7.0								8.0	6.0	0.0009799835904628074	0.03690392215651677	0.0515	0.0149	0.0169
ENSG00000185650	ZFP36L1	1Signal-Connected	F	1			True	9	9		339.0	3.0								7.0	7.0	3.858691302038864e-07	9.459822895154651e-05	0.0033	0.0002	0.0026
ENSG00000198502	HLA-DRB5	1Signal-Connected	F	1			True	9	8		267.0	8.0	5.0	1.0	[76,80]:5	0.4008915928737438	0.8689383010752381	0.19244043939	0.261183113091	9.0	8.0	2.041258051477257e-09	8.204539227174569e-07	0.0569	1e-08	0.0099
ENSG00000221978	CCNL2	1Signal-Connected	F	1			True	9	9		521.0	5.0								9.0	9.0	8.781916349676068e-07	0.00019137259378669092	0.0007	0.0001	0.0609
ENSG00000128422	KRT17	1Signal-Connected	F	1			True	8	7		433.0	7.0								8.0	7.0	0.0007126805227586352	0.03106099278356385	0.0309	0.0108	0.0266
ENSG00000131408	NR1H2	1Signal-Connected	F	1			True	8	7		461.0	6.0	2.0	1.0	[350,350]:2	0.3333333333333333	0.6487422405251887	0.258252498341	0.312250747995	7.0	6.0	0.00019470231737805927	0.013822579440407951	0.0103	0.0722	0.0026
ENSG00000137501	SYTL2	1Signal-Connected	F	1			True	8	8		1781.0	4.0								8.0	8.0	0.0002136219827147956	0.014830658888474084	0.0263	0.0078	0.0105
ENSG00000155380	SLC16A1	1Signal-Connected	F	1			True	8	8		501.0	12.0	8.0	1.0	[417,417]:8	0.6666666666666666	1.735192473987944	0.0413533595464	0.115303916555	8.0	8.0	9.939901833844187e-06	0.0014177914524819573	0.0085	0.0009	0.0084
ENSG00000184009	ACTG1	1Signal-Connected	F	1			True	8	8		384.0	5.0								8.0	8.0	1.329434995422929e-08	4.534529364822991e-06	0.0298	1e-08	0.14400000000000002
ENSG00000050820	BCAR1	1Signal-Connected	F	1			True	7	6		917.0	5.0								7.0	6.0	0.0005873500456581303	0.02874782402087428	0.0041	0.0559	0.0308
ENSG00000077097	TOP2B	1Signal-Connected	F	1			True	7	4		1627.0	6.0								7.0	4.0	0.000564288646499711	0.028377207896091237	0.0307	0.0102	0.0215
ENSG00000092853	CLSPN	1Signal-Connected	F	1			True	7	6		1340.0	4.0								6.0	6.0	8.599247566021262e-05	0.008226963067736195	0.0018	0.0194	0.0215
ENSG00000118217	ATF6	1Signal-Connected	F	1			True	7	7		671.0	6.0								7.0	7.0	0.000983163764271766	0.03690392215651677	0.013000000000000001	0.0322	0.0311
ENSG00000123124	WWP1	1Signal-Connected	F	1			True	7	6		923.0	5.0								6.0	5.0	5.873260283673075e-07	0.00013551684389828024	0.0035	0.0003	0.0026
ENSG00000136448	NMT1	1Signal-Connected	F	1			True	7	7		497.0	7.0								7.0	7.0	0.0003151362419017145	0.020431767088586367	0.0113	0.0095	0.0316
ENSG00000137699	TRIM29	1Signal-Connected	F	1			True	7	6		589.0	4.0								7.0	6.0	1.3566640101325689e-05	0.0018350050274982765	0.0008	0.0439	0.0026
ENSG00000137841	PLCB2	1Signal-Connected	F	1			True	7	7		1186.0	4.0								7.0	7.0	0.0001258464828726158	0.01060048933534148	0.0086	0.005	0.0271
ENSG00000139625	MAP3K12	1Signal-Connected	F	1			True	7	7		893.0	6.0	4.0	1.0	[460,460]:4	0.6666666666666666	1.735192473987944	0.0413533595464	0.115303916555	6.0	6.0	9.059043257808597e-05	0.008562433055121499	0.0018	0.0206	0.0215
ENSG00000150990	DHX37	1Signal-Connected	F	1			True	7	7		1158.0	6.0								6.0	6.0	2.375773861307273e-06	0.000433440603301292	0.003	0.0002	0.0215
ENSG00000158864	NDUFS2	1Signal-Connected	F	1			True	7	6		464.0	7.0								7.0	6.0	0.0001254534494722348	0.01060048933534148	0.0194	0.0057	0.0105
ENSG00000163468	CCT3	1Signal-Connected	F	1			True	7	7		546.0	7.0								7.0	7.0	0.0002301354937026545	0.01569924302693326	0.113	0.0021	0.0099
ENSG00000167601	AXL	1Signal-Connected	F	1			True	7	7		895.0	5.0	2.0	1.0	[703,703]:2	0.4	0.8660322872177398	0.19323622803100002	0.261183113091	7.0	7.0	0.0010686628181705293	0.0394870650484795	0.0282	0.0102	0.05
ENSG00000169554	ZEB2	1Signal-Connected	F	1			True	7	7		1215.0	9.0	4.0	1.0	[1183,1183]:4	0.4444444444444444	1.0108923183461072	0.156033985504	0.233963022233	6.0	6.0	0.00016925677699985986	0.0125265982600368	0.0036	0.0461	0.0099
ENSG00000172845	SP3	1Signal-Connected	F	1			True	7	7		782.0	7.0	4.0	1.0	[710,710]:4	0.5714285714285714	1.4247781215700142	0.07711067426139999	0.165682062629	7.0	7.0	0.0009213819812440293	0.03539969972317583	0.006999999999999999	0.0367	0.0469
ENSG00000011405	PIK3C2A	1Signal-Connected	F	1			True	6	6		1687.0	2.0								5.0	5.0	0.0006596144419974692	0.030555084702822755	0.0219	0.0172	0.0215
ENSG00000065243	PKN2	1Signal-Connected	F	1			True	6	5		985.0	9.0	6.0	2.0	[827,827]:2,[898,898]:4	0.6666666666666666	1.735192473987944	0.0413533595464	0.115303916555	6.0	5.0	2.7271259623873334e-06	0.00048623416306655976	0.0038	0.0004	0.0099
